event_ticker,prompt,answer_options,model_output
KXDWARKESH-26JAN01,"Who will go on the Dwarkesh Podcast before January 1, 2026?","Zvi Mowshowitz, Yann LeCun, Tanner Greer, Sam Altman, Robert Caro, Noam Brown, Matt Levine, Michael Levin, Michael Dell, Jeff Bezos, Ilya Sutskever, Ian Morris, Helen Toner, George Hotz, Elon Musk, Barack Obama, Bill Gates, Ajeya Cotra, Amanda Askell",Sam Altman
KXDRUGPRICEINSULIN-26,How much will the price of insulin fall this year?,":: $6.26, :: $5.57, :: $4.87, :: $3.48",:: $4.87
KXDRAKESUIT-26,"Will Drake sue over ""Not Like Us"" before January 1, 2026?","Before Jan 1, 2026, Not Before Jan 1, 2026","Not Before Jan 1, 2026"
KXDOGESELL-26,Will DOGE sell the FBI headquarters before 2026?,"Before 2026, Not Before 2026",Not Before 2026
KXDOGESAVINGS-26,How much money will DOGE claim to have saved this year?,"At least $500 billion, Not At least $500 billion",Not At least $500 billion
KXDOED-26,"Will the Department of Education be eliminated before January 1, 2026?","Before Jan 1, 2026, Not Before Jan 1, 2026","Not Before Jan 1, 2026"
KXDJTMUSK-26,Will Trump sue Musk before 2026?,"Before 2026, Not Before 2026",Not Before 2026
KXDJTMSNBC-26,Will Trump sue MSNBC before 2026?,"Before 2026, Not Before 2026",Not Before 2026
KXDJTCNN-26,Will Trump sue CNN before 2026?,"Before 2026, Not Before 2026",Before 2026
KXDJTBTC-26,"Will Trump Media invest in any of the following before Jan 1, 2026: $TRUMP, Solana, or Ethereum?","$TRUMP, Solana, :: Known as Ethereum",$TRUMP
KXDJTAOC-26,Will Trump sue AOC before 2026?,"Before 2026, Not Before 2026",Not Before 2026
KXDIVTAX-26,Will the dividend tax rate be cut before 2026?,"Before 2026, Not Before 2026",Before 2026
KXDEMORAESIMPEACH-25,Will Alexandre de Moraes be impeached in 2025?,"In 2025, Not In 2025",Not In 2025
KXDELAWAREINCORP-26,Will NVIDIA announce reincorporation outside of Delaware this year?,"NVIDIA, Netflix, Alphabet, Apple, Amazon",NVIDIA
KXDEEPSEEKBAN-26,Will DeepSeek be banned in the United States before 2026?,"Before 2026, Not Before 2026",Not Before 2026
KXDCEILEND-26,Will the debt ceiling be abolished before 2026?,"Before 2026, Not Before 2026",Not Before 2026
KXDANAWHITEFB-26,Will Dana White leave the board of Meta before January 2026?,"Before Jan 2026, Not Before Jan 2026",Not Before Jan 2026
KXDAILYGUESTMUSK-26JAN,Will the event happen before January 2026?,"Before Jan 2026, Not Before Jan 2026",Before Jan 2026
KXCZWARREN-26,Will Changpeng Zhao sue Elizabeth Warren before January 2026?,"Before Jan 2026, Not Before Jan 2026",Not Before Jan 2026
KXCRYPTOSTRUCTURE-26JAN,"Will crypto market structure become law before January 1, 2026?","Before 2026, Not Before 2026",Before 2026
KXCRYPTORETURNY-25,Which of these cryptocurrencies will have a positive return in 2025?,"Ripple, Stellar Lumens, Shiba Inu, Litecoin, Chainlink, Ethereum, Polkadot, Dogecoin, Bitcoin",Bitcoin
KXCRYPTOPERFORMY-25,Which cryptocurrency will perform the best in 2025?,"Ripple, Stellar Lumens, Shiba Inu, Litecoin, Chainlink, Ethereum, Polkadot, Dogecoin, Bitcoin",Ethereum
KXCRYPTOEXEMP-26JAN,"Will a bill supporting a de minimis tax exemption for crypto trading become law before January 1, 2026?","Yes, Not Yes",Not Yes
KXCRYPTOCAPGAIN-26,"Will eliminating capital gains taxes for at least some digital assets become law before January 1, 2026?","Before 2026, Not Before 2026",Not Before 2026
KXCRIMESEN-26,Will a Senator be charged with a crime before 2026?,"Yes, Not Yes",Yes
KXCRIMECAB-26,Will a Cabinet member be charged with a crime before 2026?,"Yes, Not Yes",Not Yes
KXCORPTAXCUT-26JAN01,"Will the corporate tax be decreased before January 1, 2026?","Yes, Not Yes",Not Yes
KXCONTEMPT-25,Will any Trump political appointee be found in contempt of court before 2026?,"Before 2026, Not Before 2026",Before 2026
KXCONGRESSTESTIFY-26JAN,Will any of the listed people testify in front of Congress before Jan 2026?,"Jill Biden, John Brennan, Joe Biden, Elon Musk, Dave Portnoy, Sean Combs, Anthony Fauci",Joe Biden
KXCONGRESSTARIFFVOTE-26,Which senator will vote for the Cantwell-Grassley Trade Review Act of 2025?,"Todd Young, Tommy Tuberville, Tim Scott, Ted Cruz, Susan Collins, Roger Wicker, Rick Scott, Rand Paul, Ron Johnson, Mitch McConnell, Mike Lee, Mike Crapo, Lisa Murkowski, Lindsey Graham, John Thune, Josh Hawley, Joni Ernst, John Cornyn, Dan Sullivan, Bill Cassidy",Susan Collins
KXCONGRESSTARIFF-26,Will Congress pass a law increasing tariffs before 2026?,"Before 2026, Not Before 2026",Not Before 2026
KXCONGESTIONEND-25,Will congestion pricing in NYC end in 2025?,"In 2025, Not In 2025",In 2025
KXCOMMENTTRUMPBADBUNNY-26JAN01,"Will Donald Trump publicly comment on Bad Bunny before January 1, 2026?","Before Jan 2026, Not Before Jan 2026",Before Jan 2026
KXCODINGMODEL-26JAN,"Which AI company will have the best coding model on January 1, 2026?","xAI, OpenAI, Google, DeepSeek, Anthropic, Alibaba, AbacusAI",OpenAI
KXCMEATBANUSA-26,"Will Trump ban lab-grown meat before January 1, 2026?","Yes, Not Yes",Not Yes
KXCLOUDSEEDING-26,"Will TX SB1154 become law before January 1, 2026?","Before Jan 1, 2026, Not Before Jan 1, 2026","Before Jan 1, 2026"
KXCLAUDE5-26,Will Anthropic release Claude 5 before January 2026?,"Before 2026, Not Before 2026",Not Before 2026
KXCHINATARIFF-26,"Will Trump impose 10% tariffs on China before January 1, 2026?","Before 2026, Not Before 2026",Before 2026
KXCHIMAYORLEAVE-26,"Will Brandon Johnson leave the position of Mayor of Chicago before January 1, 2026?","Before Jan 1, 2026, Not Before Jan 1, 2026","Not Before Jan 1, 2026"
KXCHICKENVAX-25,Will the United States create a chicken vaccination program in 2025?,"In 2025, Not In 2025",Not In 2025
KXCHANCELEAVE-26,Will the UK Chancellor leave office before 2026?,"Before 2026, Not Before 2026",Before 2026
KXCFPBELIM-26,"Will the CFPB be eliminated before January 1, 2026?","Before Jan 1, 2026, Not Before Jan 1, 2026","Not Before Jan 1, 2026"
KXCEOYCOMB-26,"Will the CEO of Y Combinator leave before January 1, 2026?","Before Jan 1, 2026, Not Before Jan 1, 2026","Not Before Jan 1, 2026"
KXCEOTWITCH-26,"Will the CEO of Twitch leave before January 1, 2026?","Before Jan 1, 2026, Not Before Jan 1, 2026","Not Before Jan 1, 2026"
KXCEOTARGET-26,"Will the CEO of Target leave before January 1, 2026?","Before Jan 1, 2026, Not Before Jan 1, 2026","Not Before Jan 1, 2026"
KXCEOAMAZON-26,"Will the CEO of Amazon leave before January 1, 2026?","Before Jan 1, 2026, Not Before Jan 1, 2026","Not Before Jan 1, 2026"
KXCDCTRAVELH5-26,Will the CDC recommend delaying non-essential travel due to the H5 bird flu?,"Yes, Not Yes",Not Yes
KXCCLIMIT-26,Will credit card rates be capped before 2026?,"Before 2026, Not Before 2026",Before 2026
KXCARRIED-26,"Will a bill closing the carried interest loophole become law before January 1, 2026?","Before Jan 1, 2026, Not Before Jan 1, 2026","Not Before Jan 1, 2026"
KXCABLEAVE-25,Will any member of Trump's Cabinet leave office before January 2026?,"Before 2026, Not Before 2026",Before 2026
KXCABCHANGE-26,How many members of Trump's first Cabinet will leave?,"9, 8, 7, 6, 5, 4, 3, 25, 24, 23, 22, 21, 20, 2, 19, 18, 17, 16, 15, 14, 13, 12, 11, 10, 1, 0",9
KXBTCRESERVESTATES-26,Which states will create crypto reserves this year?,"Wyoming, Utah, South Dakota, Oklahoma, Ohio, North Dakota, Montana, Kentucky, Florida, Alabama",Wyoming
KXBTCRESERVECOUNTRY-25,How many countries will create cryptocurrency reserves in 2024?,"6 or above, 5, 4, 3, 2, 1, 0",0
KXBTCRESERVE-26,"Will Trump create a National Bitcoin Reserve before January 1, 2026?","Before Jan 1, 2026, Not Before Jan 1, 2026","Not Before Jan 1, 2026"
KXBLOCKH1B-26JAN01,"Will federal courts block Trump's September 19th proclamation regarding H-1B visas before Jan 1, 2026?","Yes, Not Yes",Not Yes
KXBESTLLMOS-26,"Will an open-source AI model become the number one AI model, and if so, by when?","Before 2026, Not Before 2026",Before 2026
KXBESTLLMCHINA-26,Will a Chinese AI model become the number one AI model before 2026?,"Before 2026, Not Before 2026",Before 2026
KXBERNIEENDORSE-26JAN01,"Who will Bernie Sanders endorse in any statewide race before Jan 1, 2026?","Zach Wahls, Omar Fateh, Dan Osborn, Alan Grayson",Alan Grayson
KXBATHROOM-26,"Will Nancy Mace's bathroom ban in the House happen before January 1, 2026?","Before Jan 1, 2026, Not Before Jan 1, 2026","Not Before Jan 1, 2026"
KXBANXUS-26,Will the United States ban X before 2026?,"Before 2026, Not Before 2026",Not Before 2026
KXBANXUK-26,Will the U.K. ban X before 2026?,"Before 2026, Not Before 2026",Before 2026
KXBANXGER-26,Will Germany ban X before 2026?,"Before 2026, Not Before 2026",Not Before 2026
KXBALANCESHEET-26,"Will the Fed's balance sheet shrink to below a specified threshold before Jan 1, 2026?","6.5 trillion, 6 trillion",6 trillion
KXAUSTRIANATO-25,Will the US agree to a new Iranian nuclear deal before 2026?,"Before 2026, Not Before 2026",Before 2026
KXARTISTCOLLABYEMIKEDEAN-30,Will Ye / Kanye West and Mike Dean make a song together before 2026?,"Before 2026, Not Before 2026",Before 2026
KXARTISTCOLLABTHUGANDGUNNA-30,Will Young Thug and Gunna make a song together before 2026?,"Before 2026, Not Before 2026",Before 2026
KXARTISTCOLLABTATEMCRAETHAKIDLAROI-26,Will Tate McRae and The Kid LAROI make another song together before 2026?,"Before 2026, Not Before 2026",Before 2026
KXARTISTCOLLABSZANICKIMINAJ-26,Will Nicki Minaj and SZA have a son together before 2026?,"Before 2026, Not Before 2026",Not Before 2026
KXARTISTCOLLABDRAKEPLAYBOICARTI-26,Will Drake and Playboi Carti have a son together before 2026?,"Before 2026, Not Before 2026",Not Before 2026
KXARTISTCOLLABDRAKEMINAJ-26,Will Drake and Nicki Minaj have a son before 2026?,"Before 2026, Not Before 2026",Not Before 2026
KXARIMPEACH-26,Will Javier Milei be impeached before 2026?,"Before 2026, Not Before 2026",Not Before 2026
KXANDYBYRONCOLDPLAY-26,Will Andy Byron sue Coldplay before 2026?,"Before 2026, Not Before 2026",Not Before 2026
KXALTMANEQUITY-26,"Will Sam Altman be granted an equity stake in OpenAI before January 1, 2026?","Before Jan 1, 2026, Not Before Jan 1, 2026","Before Jan 1, 2026"
KXALIENS-26,Will the U.S. confirm that aliens exist before 2026?,"Before 2026, Not Before 2026",Not Before 2026
KXAISPIKE-26,"Will any AI model reach at least a 1500 ELO rating before January 1, 2026?","At least 1600 elo score, At least 1550 elo score, At least 1500 elo score",At least 1500 elo score
KXAISONG-26,Will an AI generated song appear on the Billboard Hot 100 before 2026?,"Before 2026, Not Before 2026",Before 2026
KXAIRELEASE-26,Will any major AI company announce that they will stop releasing their best AI models to the public before 2026?,"Before 2026, Not Before 2026",Before 2026
KXAFRICAF1-26,Will there be an African F1 Grand Prix before 2026?,"Before 2026, Not Before 2026",Before 2026
KXACASUBSIDYBILL-26JAN01,Will the House pass a bill to extend Obamacare subsidies before 2026?,"Before 2026, Not Before 2026",Before 2026
KXACAREPEAL-26,"Will Obamacare be repealed before January 1, 2026?","Before Jan 1, 2026, Not Before Jan 1, 2026","Not Before Jan 1, 2026"
KXACAHSAFSA-26JAN01,"Will a bill allowing eligible individuals enrolled in Affordable Care Act Marketplace plans to have their enhanced federal premium tax credits paid into a health flexible spending arrangement (FSA) or health savings account (HSA) become law before January 1, 2026?","Yes, Not Yes",Not Yes
KXACAEXT-26JAN,"Will legislation extending enhanced ACA premium tax credits become law before January 1, 2026?","Before 2026, Not Before 2026",Before 2026
KXABRAHAMSY-26,"Will Israel and Syria normalize relations before January 1, 2026?","Before Jan 1, 2026, Not Before Jan 1, 2026","Not Before Jan 1, 2026"
KX3RDTERM-26,Will the House pass a constitutional amendment allowing Trump to have a third term before 2026?,"Before 2026, Not Before 2026",Not Before 2026
KX30CRIME-26,"Will a 30 Under 30 honoree be charged with a felony before January 1, 2026?","Before 2026, Not Before 2026",Not Before 2026
KX1DREUNION-26,"Will there be a One Direction reunion before January 1, 2026?","Before Jan 1, 2026, Not Before Jan 1, 2026","Not Before Jan 1, 2026"
KX14AMENDCASE-26,Will Trump's birthright citizenship order take effect before 2026?,"Before 2026, Not Before 2026",Not Before 2026
TESLAROADSTER-25,Will Tesla Roadsters be delivered before 2026?,"Before 2026, Not Before 2026",Before 2026
TESLACEOCHANGE-25,Will Elon Musk stop being Tesla CEO before 2025?,"Before 2026, Not Before 2026",Before 2026
PS6-26,Will PS6 be announced before 2026?,"Before 2026, Not Before 2026",Before 2026
OAIAGI,Will OpenAI announce the creation of AGI before 2026?,"Before 2026, Not Before 2026",Not Before 2026
MSFTCEO-25,Who will be the next Microsoft CEO?,"Scott Guthrie, Sam Altman, Brad Smith",Satya Nadella
KXZYNBAN-25,Will Zyn be banned in the United States in 2025?,"Banned, Not Banned",Not Banned
KXXCEOCHANGE,"Will X get a new CEO before December 31, 2025?","Before Dec 31, 2025, Not Before Dec 31, 2025","Before Dec 31, 2025"
KXWEWORKCEO-25,Will Adam Neumann return as WeWork CEO before December 2025?,"Adam Neumann, Not Adam Neumann",Not Adam Neumann
KXTPALBUMMILEYCYRUS-25,Will Miley Cyrus have a number one album in 2025?,"In 2025, Not In 2025",Not In 2025
KXTORNADO-25DEC,How many tornadoes will there be in December?,"Above 75, Above 50, Above 25, Above 150, Above 125, Above 100",Above 25
KXTOPALBUMYJID-25,Will JID have a number one album in 2025?,"In 2025, Not In 2025",In 2025
KXTOPALBUMWIZKHALIFA-25,Will Wiz Khalifa have a number 1 album in 2025?,"In 2025, Not In 2025",Not In 2025
KXTOPALBUMROCKY-25,Will A$AP Rocky have a number one album in 2025?,"In 2025, Not In 2025",Not In 2025
KXTOPALBUMLILWAYNE-25,Will Lil Wayne have a #1 album in 2025?,"In 2025, Not In 2025",Not In 2025
KXTOPALBUMKESHA-25,Will Kesha have a number one album in 2025?,"In 2025, Not In 2025",Not In 2025
KXTOPALBUMKANYE-25,Will Ye have a number one album in 2025?,"In 2025, Not In 2025",In 2025
KXTOPALBUMKALIUCHIS-25,Will Kali Uchis have a #1 album in 2025?,"In 2025, Not In 2025",Not In 2025
KXTOPALBUMJCOLE-25,Will J Cole have a number one album in 2025?,"In 2025, Not In 2025",In 2025
KXTOPALBUMHARRYSTYLES-25,Will Harry Styles have a number 1 album in 2025?,"In 2025, Not In 2025",In 2025
KXTOPALBUMDAVIDO-25,Will Davido have a number one album in 2025?,"In 2025, Not In 2025",In 2025
KXTOPALBUMCHAPPELL-25,Will Chappell Roan have a number one album in 2025?,"In 2025, Not In 2025",Not In 2025
KXTOPALBUMBYZEDD-25,Will Zedd have a number one album in 2025?,"In 2025, Not In 2025",Not In 2025
KXTOPALBUMBYRODDYRICCH-25,Will Roddy Ricch have a number one album in 2025?,"In 2025, Not In 2025",Not In 2025
KXTOPALBUMBYPOSTMALONE-25,Will Post Malone have a #1 album in 2025?,"In 2025, Not In 2025",In 2025
KXTOPALBUMBYPINKPANTHERESS-25,Will PinkPantheress have a number 1 album in 2025?,"In 2025, Not In 2025",In 2025
KXTOPALBUMBYOLIVIA-25,Will Olivia Rodrigo have a number one album in 2025?,"In 2025, Not In 2025",In 2025
KXTOPALBUMBYMEGAN-25,Will Megan Thee Stallion have a number one album in 2025?,"In 2025, Not In 2025",In 2025
KXTOPALBUMBYLORDE-25,Will Lorde have a number one album in 2025?,"In 2025, Not In 2025",In 2025
KXTOPALBUMBYJOEJONAS-25,Will Joe Jonas have a #1 album in 2025?,"In 2025, Not In 2025",Not In 2025
KXTOPALBUMBYICESPICE-25,Will Ice Spice have a number one album in 2025?,"In 2025, Not In 2025",In 2025
KXTOPALBUMBYFRANKOCEAN-25,Will Frank Ocean have a #1 album in 2025?,"In 2025, Not In 2025",Not In 2025
KXTOPALBUMBYERICCHURCH-25,Will Eric Church have a number one album in 2025?,"In 2025, Not In 2025",Not In 2025
KXTOPALBUMBYDONTOLIVER-25,Will Don Toliver have a number one album in 2025?,"In 2025, Not In 2025",Not In 2025
KXTOPALBUMBYBRUCESPRINGSTEEN-25,Will Bruce Springsteen have a number one album in 2025?,"In 2025, Not In 2025",Not In 2025
KXTOPALBUMBYBILLIE-25,Will Billie Eilish have a number one album in 2025?,"In 2025, Not In 2025",In 2025
KXTOPALBUMBYBEY-25,Will Beyonce have a #1 album in 2025?,"In 2025, Not In 2025",In 2025
KXTOPALBUMBLAKESHELTON-25,Will Blake Shelton have a #1 album in 2025?,"In 2025, Not In 2025",In 2025
KXTESLAFACTORY-26,Will Tesla close its Berlin factory before 2026?,"Before 2026, Not Before 2026",Not Before 2026
KXRIHANNA-25,Will a new Rihanna album be released before 2026?,"Before 2026, Not Before 2026",Before 2026
KXREACTOR-25DEC31,"Will a new nuclear reactor be approved by December 31, 2025?","Grants license, Not Grants license",Not Grants license
KXRATECUTCOUNT-25DEC31,How many times will the Fed cut interest rates?,"9:: 225 bps, 8:: 200 bps, 7:: 175 bps, 6:: 150 bps, 5:: 125 bps, 4:: 100 bps, 3:: 75 bps, 2:: 50 bps, 14 or more:: 350 bps or more, 13:: 325 bps, 12:: 300 bps, 11:: 275 bps, 10:: 250 bps",4:: 100 bps
KXPERTUSSIS-25,How many cases of whooping cough will there be this year?,"At least 40000, At least 35000, At least 30000, At least 25000, At least 20000, At least 15000, At least 10000",At least 20000
KXOPENAICEOCHANGE,Will OpenAI change its CEO?,"Hires, Not Hires",Not Hires
KXNYTOAISETTLE-25DEC31,Will the New York Times settle its lawsuit against OpenAI?,"New York Times settles, Not New York Times settles",Not New York Times settles
KXNEWTAYLOR-TS-25,Will Taylor Swift (Taylor's Version) be announced in 2025?,"In 2025, Not In 2025",In 2025
KXNEWTAYLOR-R-25,Will the album Reputation (Taylor's Version) be announced this year?,"Announced, Not Announced",Not Announced
KXNEWALBUMSKY-25,"Will Sky Ferreira release a new album by December 31, 2025?","By Dec 31, 2025, Not By Dec 31, 2025","Not By Dec 31, 2025"
KXNEWALBUMDAVEMATTHEWS-25,"Will Dave Matthews Band release a new album by December 31, 2025?","Before 2026, Not Before 2026",Before 2026
KXMEISSNER-2531DEC,Will a major peer-reviewed journal report the near room-temperature Meissner effect?,"Confirmed, Not Confirmed",Not Confirmed
KXH5N1-25,Will the WHO declare H5N1 a Public Health Emergency of International Concern?,"Declared Public Health Emergency of International Concern, Not Declared Public Health Emergency of International Concern",Not Declared Public Health Emergency of International Concern
KXGUINEAWORM-25,How many cases of guinea worm disease will there be this year?,"Less than 5, Less than 15, Less than 10",Less than 5
KXGOOGLECEOCHANGE,Will Sundar Pichai leave Google in 2025?,"Leaving, Not Leaving",Not Leaving
KXGMECEOCHANGE,Will Ryan Cohen leave his position at Gamestop?,"CEO leaving, Not CEO leaving",Not CEO leaving
KXFEDRATEMIN-25DEC31,Will the Federal Reserve cut interest rates to below a certain percentage?,"4.00%, 3.50%, 0.50%",0.50%
KXFEDMEET-25,"Will the Federal Reserve hold an emergency meeting before January 1, 2026?","Before Jan 1, 2026, Not Before Jan 1, 2026","Not Before Jan 1, 2026"
KXFEDFACILITY-25,Will there be a new emergency Federal Reserve lending program in 2025?,"In 2025, Not In 2025",Not In 2025
KXEMERCUTS-25,How many rate cuts will the Fed make at emergency meetings?,"4 cuts, 3 cuts, 2 cuts, 1 cuts, 0 cuts",0 cuts
KXDISCEOCHANGE,Will Disney get a new CEO by a given date?,"Leaving, Not Leaving",Leaving
KXBORDER,Will the border bill pass the Senate before election day?,"Passes, Not Passes",Not Passes
KXBOEINGCEOCHANGE-25,Will there be a new Boeing CEO in 2025?,"CEO leaving, Not CEO leaving",Not CEO leaving
KXARGCENTRALBANK-25,"Will Argentina end its central bank by December 31, 2025?","Shuts down, Not Shuts down",Not Shuts down
KXAOH1996-2601JAN,"Will a Phase II clinical trial be announced for AOH1996 by December 31, 2025?","Passes Phase I, Phase II announced, Not Passes Phase I, Phase II announced",Phase II announced
KXAMCCEOCHANGE,Will Adam Aron leave his position as CEO of AMC?,"CEO leaving, Not CEO leaving",Not CEO leaving
KXAAPLCEOCHANGE,Will Apple get a new CEO before 2026?,"Before 2026, Not Before 2026",Before 2026
JPMCEOCHANGE,Will JPM get a new CEO before 2026?,"Before 2026, Not Before 2026",Before 2026
GTA6,"Will GTA 6 be released by December 31, 2025?","Before 2026, Not Before 2026",Before 2026
FEDHIKE,"Will the Federal Reserve hike interest rates by December 31, 2025?","Before 2026, Not Before 2026",Before 2026
ARGDOLLAR,"Will Argentina dollarize its economy before December 31, 2025?","Before 2026, Not Before 2026",Not Before 2026
APPLEPORT-25DEC31,"Will Apple announce a portless phone by December 31, 2025?","Reveals, Doesn't reveal",Doesn't reveal
APPLEFOLD,"Will Apple announce a foldable phone by December 31, 2025?","Before 2026, Not Before 2026",Before 2026
IMOAI,"Will an AI win a gold medal at the International Math Olympiad before January 1, 2026?","Before Jan 1, 2026, Not Before Jan 1, 2026","Not Before Jan 1, 2026"
KXAIRCANADASTRIKE-25,"Will Air Canada flight attendants stop striking before December 31, 2025?","Before Dec 31, 2025, Not Before Dec 31, 2025","Before Dec 31, 2025"
KXAPRPOTUSEOY-26JAN01,Will the President's approval rating according to RealClearPolitics be within a certain range?,"50.1 or above, 49.0 to 50.0, 48.0 to 48.9, 47.0 to 47.9, 46.0 to 46.9, 45.0 to 45.9, 44.0 to 44.9, 43.0 to 43.9, 42.0 to 42.9, 41.0 to 41.9, 40.0 to 40.9, 39.9 or below",44.0 to 44.9
KXTACAPORTGAME-25DEC18SCLSPO,Who will win the match between Santa Clara Azores and Sporting CP?,"Tie, Sporting CP, Santa Clara Azores",Sporting CP
KXCOPADELREYGAME-25DEC18OURATH,"Who will win the match between Ourense and Bilbao, or will it be a tie?","Tie, Ourense, Bilbao",Bilbao
KXCOPADELREYGAME-25DEC18BURGET,"Who will win the match between Burgos and Getafe, or will it end in a tie?","Tie, Getafe, Burgos",Getafe
KXEUROLEAGUEGAME-25DEC18VALMTA,Who will win the game between Maccabi Tel-Aviv and Valencia Basket?,"Valencia Basket, Maccabi Tel-Aviv",Maccabi Tel-Aviv
KXEUROLEAGUEGAME-25DEC18HTAPAN,Who will win the game between Panathinaikos BC and Hapoel Tel-Aviv?,"Panathinaikos BC, Hapoel Tel-Aviv",Panathinaikos BC
KXEUROLEAGUEGAME-25DEC18FENOLM,Who will win the game between Olimpia Milano and Fenerbahce Istanbul?,"Olimpia Milano, Fenerbahce Istanbul",Fenerbahce Istanbul
KXEUROLEAGUEGAME-25DEC18PARRMA,Who will win the game between Real Madrid and Paris Basketball?,"Real Madrid, Paris Basketball",Real Madrid
KXUECLGAME-25DEC18ZRISCR,Who will win the match between Zrinjski Mostar and SK Rapid?,"Zrinjski Mostar, Tie, SK Rapid",SK Rapid
KXUECLGAME-25DEC18SPAABE,"Who will win the match between Sparta Prague and Aberdeen, or will it be a tie?","Tie, Sparta Prague, Aberdeen",Sparta Prague
KXUECLGAME-25DEC18SLOHAC,"Who will win the match between Slovan Bratislava and Hacken Gothenburg, or will it end in a tie?","Tie, Slovan Bratislava, Hacken Gothenburg",Tie
KXUECLGAME-25DEC18SIGLPO,"Who will win the match between Olomouc and Lech Poznan, or will it end in a tie?","Tie, Olomouc, Lech Poznan",Tie
KXUECLGAME-25DEC18SHARIJ,"Who will win the match between Shakhtar and Rijeka, or will it end in a tie?","Tie, Shakhtar, Rijeka",Shakhtar
KXUECLGAME-25DEC18SHAHAM,Who will win the match between Shamrock and Spartans?,"Tie, Shamrock, Spartans",Spartans
KXUECLGAME-25DEC18RVCDRI,Who will win the match between Vallecano and KF Drita?,"Tie, Vallecano, KF Drita",Vallecano
KXUECLGAME-25DEC18RCSKOP,Who will win the match between Strasbourg Alsace and Breidablik?,"Tie, Strasbourg Alsace, Breidablik",Strasbourg Alsace
KXUECLGAME-25DEC18OMOCZE,"Who will win the match between Omonia Nicosia and Czestochowa, or will it be a tie?","Tie, Omonia Nicosia, Czestochowa",Tie
KXUECLGAME-25DEC18M05SAM,Who will win the match between Mainz and Samsunspor?,"Tie, Samsunspor, Mainz",Mainz
